"asi_2001_4","x","y","STATE","pop2001","COUNTY","index","FEATURE1","publicLand"
13.0625,-114.834,40.33,"Nevada",45063,"Elko",4890,"Other Federal Land","MultipleUs"
7.8125,-114.071,40.334,"Nevada",45063,"Elko",4907,"Other Federal Land","MultipleUs"
15.5625,-114.41,40.138,"Nevada",45063,"Elko",4908,"Other Federal Land","MultipleUs"
7.125,-114.647,40.391,"Nevada",45063,"Elko",4986,"Other Federal Land","MultipleUs"
6.9375,-114.656,40.322,"Nevada",45063,"Elko",4987,"Other Federal Land","MultipleUs"
7,-114.618,40.15,"Nevada",45063,"Elko",5072,"Other Federal Land","MultipleUs"
6.0625,-114.198,40.28,"Nevada",45063,"Elko",5075,"Other Federal Land","MultipleUs"
16.875,-114.222,40.201,"Nevada",45063,"Elko",5080,"Other Federal Land","MultipleUs"
11.125,-114.116,40.161,"Nevada",45063,"Elko",5088,"Other Federal Land","MultipleUs"
6.5625,-114.551,40.44,"Nevada",45063,"Elko",5109,"Other Federal Land","MultipleUs"
9.9375,-114.621,40.353,"Nevada",45063,"Elko",5122,"Other Federal Land","MultipleUs"
8.8125,-114.461,40.391,"Nevada",45063,"Elko",5144,"Other Federal Land","MultipleUs"
8.75,-114.656,40.362,"Nevada",45063,"Elko",5167,"Other Federal Land","MultipleUs"
8.0625,-114.285,40.335,"Nevada",45063,"Elko",5168,"Other Federal Land","MultipleUs"
NA,-114.568,40.355,"Nevada",45063,"Elko",5196,"Other Federal Land","MultipleUs"
14.75,-114.645,40.151,"Nevada",45063,"Elko",5252,"Other Federal Land","MultipleUs"
7.25,-114.174,40.466,"Nevada",45063,"Elko",4767,"Other Federal Land","MultipleUs"
NA,-114.313,40.551,"Nevada",45063,"Elko",4780,"Other Federal Land","MultipleUs"
16.0625,-114.22,40.459,"Nevada",45063,"Elko",4836,"Other Federal Land","MultipleUs"
14.25,-114.393,40.74,"Nevada",45063,"Elko",4849,"Other Federal Land","MultipleUs"
4.5625,-114.203,40.701,"Nevada",45063,"Elko",4909,"Other Federal Land","MultipleUs"
23.8125,-114.294,40.724,"Nevada",45063,"Elko",4950,"Other Federal Land","MultipleUs"
NA,-114.297,40.51,"Nevada",45063,"Elko",4972,"Other Federal Land","MultipleUs"
12.1875,-114.234,40.674,"Nevada",45063,"Elko",4977,"Other Federal Land","MultipleUs"
1.8125,-114.39,40.644,"Nevada",45063,"Elko",4992,"Other Federal Land","MultipleUs"
NA,-114.261,40.5,"Nevada",45063,"Elko",5021,"Other Federal Land","MultipleUs"
7,-114.374,40.663,"Nevada",45063,"Elko",5039,"Other Federal Land","MultipleUs"
NA,-114.337,40.525,"Nevada",45063,"Elko",5060,"Other Federal Land","MultipleUs"
9.125,-114.245,40.775,"Nevada",45063,"Elko",5062,"Other Federal Land","MultipleUs"
7.1875,-114.414,40.584,"Nevada",45063,"Elko",5113,"Other Federal Land","MultipleUs"
9,-114.23,40.784,"Nevada",45063,"Elko",5228,"Other Federal Land","MultipleUs"
NA,-114.299,40.671,"Nevada",45063,"Elko",5248,"Other Federal Land","MultipleUs"
10.4375,-115.024,40.263,"Nevada",45063,"Elko",4757,"Other Federal Land","MultipleUs"
3.8125,-114.991,40.36,"Nevada",45063,"Elko",4818,"Other Federal Land","MultipleUs"
7.5625,-114.999,40.209,"Nevada",45063,"Elko",4819,"Other Federal Land","MultipleUs"
10.4375,-115.277,40.321,"Nevada",45063,"Elko",4902,"Other Federal Land","MultipleUs"
11.1875,-115.125,40.15,"Nevada",45063,"Elko",4934,"Other Federal Land","MultipleUs"
NA,-114.952,40.2,"Nevada",45063,"Elko",4935,"Other Federal Land","MultipleUs"
10.5625,-115.08,40.365,"Nevada",45063,"Elko",4997,"Other Federal Land","MultipleUs"
8.8125,-115.424,40.141,"Nevada",45063,"Elko",5066,"Other Federal Land","MultipleUs"
NA,-115.365,40.162,"Nevada",45063,"Elko",5141,"Other Federal Land","MultipleUs"
NA,-115.174,40.304,"Nevada",45063,"Elko",5152,"Other Federal Land","MultipleUs"
8.875,-115.298,40.241,"Nevada",45063,"Elko",5165,"Other Federal Land","MultipleUs"
7.5625,-115.116,40.216,"Nevada",45063,"Elko",5199,"Other Federal Land","MultipleUs"
NA,-115.097,40.195,"Nevada",45063,"Elko",5205,"Other Federal Land","MultipleUs"
16.8125,-115.193,40.176,"Nevada",45063,"Elko",5215,"Other Federal Land","MultipleUs"
8.8125,-115.262,40.309,"Nevada",45063,"Elko",5257,"Other Federal Land","MultipleUs"
NA,-114.621,40.675,"Nevada",45063,"Elko",4756,"Other Federal Land","MultipleUs"
6.875,-114.59,40.588,"Nevada",45063,"Elko",4785,"Other Federal Land","MultipleUs"
10.5625,-114.63,40.618,"Nevada",45063,"Elko",4872,"Other Federal Land","MultipleUs"
7.9375,-114.931,40.66,"Nevada",45063,"Elko",4895,"Other Federal Land","MultipleUs"
8.5625,-114.696,40.484,"Nevada",45063,"Elko",4904,"Other Federal Land","MultipleUs"
7.9375,-114.906,40.657,"Nevada",45063,"Elko",5018,"Other Federal Land","MultipleUs"
NA,-114.675,40.598,"Nevada",45063,"Elko",5054,"Other Federal Land","MultipleUs"
18.3125,-114.566,40.629,"Nevada",45063,"Elko",5077,"Other Federal Land","MultipleUs"
11.1875,-114.867,40.636,"Nevada",45063,"Elko",5097,"Other Federal Land","MultipleUs"
11.9375,-114.871,40.709,"Nevada",45063,"Elko",5170,"Other Federal Land","MultipleUs"
NA,-114.568,40.678,"Nevada",45063,"Elko",5178,"NO Federal Land","MultipleUs"
19.1875,-114.606,40.788,"Nevada",45063,"Elko",5224,"Other Federal Land","MultipleUs"
24.375,-115.817,40.026,"Nevada",8747,"White Pine",562,"Other Federal Land","MultipleUs"
18.3125,-115.826,39.256,"Nevada",8747,"White Pine",362,"Other Federal Land","MultipleUs"
5.3125,-115.593,39.029,"Nevada",8747,"White Pine",389,"Other Federal Land","MultipleUs"
10.6875,-115.757,39.186,"Nevada",8747,"White Pine",431,"Other Federal Land","MultipleUs"
15.0625,-115.684,39.188,"Nevada",8747,"White Pine",442,"Other Federal Land","MultipleUs"
12.375,-115.754,39.124,"Nevada",8747,"White Pine",448,"Other Federal Land","MultipleUs"
16,-115.729,39.345,"Nevada",8747,"White Pine",472,"Other Federal Land","MultipleUs"
14.1875,-115.797,39.115,"Nevada",8747,"White Pine",480,"Other Federal Land","MultipleUs"
16.8125,-115.565,39.338,"Nevada",8747,"White Pine",492,"Other Federal Land","MultipleUs"
21.875,-115.752,39.32,"Nevada",8747,"White Pine",494,"Other Federal Land","MultipleUs"
19.125,-115.498,39.34,"Nevada",8747,"White Pine",501,"Other Federal Land","MultipleUs"
8.5625,-115.754,39.298,"Nevada",8747,"White Pine",538,"Other Federal Land","MultipleUs"
17.0625,-115.669,39.057,"Nevada",8747,"White Pine",542,"Other Federal Land","MultipleUs"
7.625,-115.584,39.098,"Nevada",8747,"White Pine",590,"Other Federal Land","MultipleUs"
11.6875,-115.674,39.195,"Nevada",8747,"White Pine",592,"Other Federal Land","MultipleUs"
13.875,-115.699,39.305,"Nevada",8747,"White Pine",595,"Other Federal Land","MultipleUs"
7.375,-115.668,39.115,"Nevada",8747,"White Pine",601,"Other Federal Land","MultipleUs"
8.625,-115.551,39.033,"Nevada",8747,"White Pine",604,"Other Federal Land","MultipleUs"
12.0625,-115.573,39.139,"Nevada",8747,"White Pine",615,"Other Federal Land","MultipleUs"
16.625,-115.646,39.224,"Nevada",8747,"White Pine",638,"Other Federal Land","MultipleUs"
16.8125,-115.863,38.71,"Nevada",33684,"Nye",1153,"Other Federal Land","MultipleUs"
13.875,-115.991,39.058,"Nevada",33684,"Nye",1183,"Other Federal Land","MultipleUs"
17.75,-115.837,38.72,"Nevada",33684,"Nye",1212,"Other Federal Land","MultipleUs"
7.375,-115.9,38.851,"Nevada",33684,"Nye",1260,"Other Federal Land","MultipleUs"
13.25,-115.828,38.929,"Nevada",33684,"Nye",1264,"Other Federal Land","MultipleUs"
5.25,-115.615,38.946,"Nevada",33684,"Nye",1268,"Other Federal Land","MultipleUs"
NA,-116.138,38.895,"Nevada",33684,"Nye",1278,"Other Federal Land","MultipleUs"
6.25,-115.59,38.791,"Nevada",33684,"Nye",1279,"Other Federal Land","MultipleUs"
7,-115.511,38.729,"Nevada",33684,"Nye",1302,"Other Federal Land","MultipleUs"
8.125,-116.069,39.108,"Nevada",33684,"Nye",1303,"Other Federal Land","MultipleUs"
12.875,-116.09,39.105,"Nevada",33684,"Nye",1322,"Other Federal Land","MultipleUs"
21.0625,-115.807,38.763,"Nevada",33684,"Nye",1326,"Other Federal Land","MultipleUs"
15.5625,-115.902,38.863,"Nevada",33684,"Nye",1336,"Other Federal Land","MultipleUs"
NA,-115.912,38.984,"Nevada",33684,"Nye",1339,"Other Federal Land","MultipleUs"
16.3125,-116.071,38.922,"Nevada",33684,"Nye",1350,"Other Federal Land","MultipleUs"
10.6875,-115.497,38.769,"Nevada",33684,"Nye",1355,"Other Federal Land","MultipleUs"
17.875,-115.98,39.017,"Nevada",33684,"Nye",1365,"Other Federal Land","MultipleUs"
12.4375,-115.961,38.926,"Nevada",33684,"Nye",1381,"Other Federal Land","MultipleUs"
18.5,-116.049,38.916,"Nevada",33684,"Nye",1382,"Other Federal Land","MultipleUs"
9.6875,-115.897,38.939,"Nevada",33684,"Nye",1392,"Other Federal Land","MultipleUs"
11.4375,-116.1,38.92,"Nevada",33684,"Nye",1396,"Other Federal Land","MultipleUs"
8.5625,-115.951,38.804,"Nevada",33684,"Nye",1421,"Other Federal Land","MultipleUs"
NA,-116.145,38.846,"Nevada",33684,"Nye",1428,"Other Federal Land","MultipleUs"
5.4375,-115.529,38.836,"Nevada",33684,"Nye",1429,"Other Federal Land","MultipleUs"
11.0625,-116.062,39.128,"Nevada",33684,"Nye",1431,"Other Federal Land","MultipleUs"
11.125,-116.146,39.035,"Nevada",33684,"Nye",1458,"Other Federal Land","MultipleUs"
13.6875,-115.676,39.026,"Nevada",33684,"Nye",1486,"Other Federal Land","MultipleUs"
6.1875,-115.523,38.725,"Nevada",33684,"Nye",1494,"Other Federal Land","MultipleUs"
14.8125,-115.976,39.079,"Nevada",33684,"Nye",1498,"Other Federal Land","MultipleUs"
16.375,-115.858,38.741,"Nevada",33684,"Nye",1500,"Other Federal Land","MultipleUs"
NA,-115.875,39.033,"Nevada",33684,"Nye",1508,"Other Federal Land","MultipleUs"
16.0625,-115.795,39.089,"Nevada",33684,"Nye",1510,"Other Federal Land","MultipleUs"
NA,-115.279,39.497,"Nevada",8747,"White Pine",360,"Other Federal Land","MultipleUs"
15.0625,-115.04,39.714,"Nevada",8747,"White Pine",363,"Other Federal Land","MultipleUs"
18.25,-115.626,39.483,"Nevada",8747,"White Pine",366,"Other Federal Land","MultipleUs"
19.625,-115.398,39.457,"Nevada",8747,"White Pine",368,"Other Federal Land","MultipleUs"
NA,-114.999,39.529,"Nevada",8747,"White Pine",369,"Other Federal Land","MultipleUs"
25.375,-115.528,39.903,"Nevada",8747,"White Pine",372,"Other Federal Land","MultipleUs"
9.0625,-115.582,39.905,"Nevada",8747,"White Pine",373,"Other Federal Land","MultipleUs"
14,-115.692,39.692,"Nevada",8747,"White Pine",378,"Other Federal Land","MultipleUs"
22.8125,-115.545,39.967,"Nevada",8747,"White Pine",379,"Other Federal Land","MultipleUs"
NA,-115.308,40.102,"Nevada",8747,"White Pine",386,"Other Federal Land","MultipleUs"
14.5,-115.204,39.771,"Nevada",8747,"White Pine",388,"Other Federal Land","MultipleUs"
13.8125,-114.767,40.086,"Nevada",8747,"White Pine",390,"NO Federal Land","MultipleUs"
8.125,-115.365,39.79,"Nevada",8747,"White Pine",392,"Other Federal Land","MultipleUs"
5.6875,-115.416,39.689,"Nevada",8747,"White Pine",393,"Other Federal Land","MultipleUs"
NA,-114.853,39.715,"Nevada",8747,"White Pine",395,"Other Federal Land","MultipleUs"
22.375,-115.056,40.109,"Nevada",8747,"White Pine",396,"Other Federal Land","MultipleUs"
16.875,-115.201,39.901,"Nevada",8747,"White Pine",397,"Other Federal Land","MultipleUs"
16.875,-115.108,40.095,"Nevada",8747,"White Pine",400,"Other Federal Land","MultipleUs"
20.6875,-114.859,40.085,"Nevada",8747,"White Pine",422,"NO Federal Land","MultipleUs"
6.625,-115.59,39.492,"Nevada",8747,"White Pine",427,"Other Federal Land","MultipleUs"
NA,-115.54,39.848,"Nevada",8747,"White Pine",436,"Other Federal Land","MultipleUs"
28.125,-114.919,40.088,"Nevada",8747,"White Pine",437,"NO Federal Land","MultipleUs"
NA,-115.454,39.45,"Nevada",8747,"White Pine",451,"Other Federal Land","MultipleUs"
15.5625,-115.363,39.555,"Nevada",8747,"White Pine",453,"Other Federal Land","MultipleUs"
NA,-114.965,39.915,"Nevada",8747,"White Pine",468,"Other Federal Land","MultipleUs"
7.125,-115.408,39.71,"Nevada",8747,"White Pine",469,"Other Federal Land","MultipleUs"
13.375,-115.282,39.821,"Nevada",8747,"White Pine",471,"Other Federal Land","MultipleUs"
13.5,-115.035,39.701,"Nevada",8747,"White Pine",477,"Other Federal Land","MultipleUs"
14.3125,-115.156,39.896,"Nevada",8747,"White Pine",479,"Other Federal Land","MultipleUs"
NA,-115.158,39.982,"Nevada",8747,"White Pine",482,"Other Federal Land","MultipleUs"
6.1875,-115.421,39.643,"Nevada",8747,"White Pine",484,"Other Federal Land","MultipleUs"
16.5,-114.986,39.756,"Nevada",8747,"White Pine",490,"Other Federal Land","MultipleUs"
14.5625,-115.468,39.72,"Nevada",8747,"White Pine",498,"Other Federal Land","MultipleUs"
8.9375,-115.654,39.578,"Nevada",8747,"White Pine",500,"Other Federal Land","MultipleUs"
1.375,-115.705,39.733,"Nevada",8747,"White Pine",502,"Other Federal Land","MultipleUs"
NA,-114.862,40.112,"Nevada",8747,"White Pine",504,"NO Federal Land","MultipleUs"
13,-115.043,40.108,"Nevada",8747,"White Pine",506,"Other Federal Land","MultipleUs"
NA,-115.608,39.899,"Nevada",8747,"White Pine",507,"Other Federal Land","MultipleUs"
10.125,-115.37,40.102,"Nevada",8747,"White Pine",510,"Other Federal Land","MultipleUs"
13.9375,-115.577,39.949,"Nevada",8747,"White Pine",516,"Other Federal Land","MultipleUs"
13.5625,-115.054,40.12,"Nevada",8747,"White Pine",518,"Other Federal Land","MultipleUs"
NA,-115.01,39.788,"Nevada",8747,"White Pine",519,"Other Federal Land","MultipleUs"
7.125,-115.169,39.859,"Nevada",8747,"White Pine",528,"Other Federal Land","MultipleUs"
7,-115.463,39.741,"Nevada",8747,"White Pine",529,"Other Federal Land","MultipleUs"
20.9375,-114.849,39.707,"Nevada",8747,"White Pine",532,"Other Federal Land","MultipleUs"
6.125,-115.413,40.11,"Nevada",8747,"White Pine",535,"Other Federal Land","MultipleUs"
12.5625,-115.344,39.958,"Nevada",8747,"White Pine",536,"Other Federal Land","MultipleUs"
NA,-115.032,39.875,"Nevada",8747,"White Pine",537,"Other Federal Land","MultipleUs"
11.0625,-115.347,39.811,"Nevada",8747,"White Pine",539,"Other Federal Land","MultipleUs"
NA,-114.88,39.705,"Nevada",8747,"White Pine",543,"Other Federal Land","MultipleUs"
13.75,-115.422,39.986,"Nevada",8747,"White Pine",544,"Other Federal Land","MultipleUs"
8,-115.201,39.808,"Nevada",8747,"White Pine",549,"Other Federal Land","MultipleUs"
NA,-114.93,40.058,"Nevada",8747,"White Pine",550,"Other Federal Land","MultipleUs"
12.375,-115.498,39.695,"Nevada",8747,"White Pine",555,"Other Federal Land","MultipleUs"
17.3125,-115.356,39.523,"Nevada",8747,"White Pine",567,"Other Federal Land","MultipleUs"
13.3125,-115.388,39.618,"Nevada",8747,"White Pine",568,"Other Federal Land","MultipleUs"
14.4375,-114.929,39.672,"Nevada",8747,"White Pine",575,"Other Federal Land","MultipleUs"
12.4375,-115.156,39.722,"Nevada",8747,"White Pine",585,"Other Federal Land","MultipleUs"
15,-115.197,39.6,"Nevada",8747,"White Pine",597,"Other Federal Land","MultipleUs"
12.8125,-115.253,39.962,"Nevada",8747,"White Pine",602,"Other Federal Land","MultipleUs"
9.125,-115.491,39.693,"Nevada",8747,"White Pine",603,"Other Federal Land","MultipleUs"
NA,-115.503,39.898,"Nevada",8747,"White Pine",610,"Other Federal Land","MultipleUs"
8.6875,-115.417,39.785,"Nevada",8747,"White Pine",612,"Other Federal Land","MultipleUs"
13.3125,-115.621,39.881,"Nevada",8747,"White Pine",613,"Other Federal Land","MultipleUs"
18.5625,-115.101,39.553,"Nevada",8747,"White Pine",616,"Other Federal Land","MultipleUs"
16.5,-115.162,39.921,"Nevada",8747,"White Pine",623,"Other Federal Land","MultipleUs"
16.375,-115.33,39.444,"Nevada",8747,"White Pine",627,"Other Federal Land","MultipleUs"
11.3125,-115.076,39.979,"Nevada",8747,"White Pine",632,"Other Federal Land","MultipleUs"
NA,-114.957,39.924,"Nevada",8747,"White Pine",633,"Other Federal Land","MultipleUs"
NA,-114.48,40.018,"Nevada",8747,"White Pine",445,"Other Federal Land","MultipleUs"
14.875,-114.449,40.117,"Nevada",8747,"White Pine",446,"Other Federal Land","MultipleUs"
24.8125,-114.6,39.987,"Nevada",8747,"White Pine",462,"NO Federal Land","MultipleUs"
NA,-114.609,39.9,"Nevada",8747,"White Pine",464,"Other Federal Land","MultipleUs"
NA,-114.436,39.84,"Nevada",8747,"White Pine",470,"Other Federal Land","MultipleUs"
10.1875,-114.645,39.981,"Nevada",8747,"White Pine",509,"Other Federal Land","MultipleUs"
12.375,-114.581,39.832,"Nevada",8747,"White Pine",517,"Other Federal Land","MultipleUs"
8.0625,-114.085,40.003,"Nevada",8747,"White Pine",546,"Other Federal Land","MultipleUs"
7.3125,-114.338,39.941,"Nevada",8747,"White Pine",554,"Other Federal Land","MultipleUs"
9.6875,-114.103,40.086,"Nevada",8747,"White Pine",556,"Other Federal Land","MultipleUs"
NA,-114.576,39.951,"Nevada",8747,"White Pine",558,"NO Federal Land","MultipleUs"
NA,-114.638,39.881,"Nevada",8747,"White Pine",639,"Other Federal Land","MultipleUs"
9.25,-114.243,40.094,"Nevada",8747,"White Pine",644,"Other Federal Land","MultipleUs"
NA,-114.283,38.17,"Nevada",4194,"LincolnN",1783,"National Wilderness Area","MultipleUs"
16.25,-114.367,38.505,"Nevada",4194,"LincolnN",1742,"Other Federal Land","MultipleUs"
17,-114.383,38.528,"Nevada",4194,"LincolnN",1748,"Other Federal Land","MultipleUs"
NA,-114.269,38.241,"Nevada",4194,"LincolnN",1752,"Other Federal Land","MultipleUs"
16.25,-114.524,38.519,"Nevada",4194,"LincolnN",1753,"Other Federal Land","MultipleUs"
19.3125,-114.373,38.458,"Nevada",4194,"LincolnN",1754,"Other Federal Land","MultipleUs"
4.4375,-114.161,38.294,"Nevada",4194,"LincolnN",1759,"Other Federal Land","MultipleUs"
NA,-114.29,38.408,"Nevada",4194,"LincolnN",1763,"Other Federal Land","MultipleUs"
10.625,-114.328,38.512,"Nevada",4194,"LincolnN",1772,"Other Federal Land","MultipleUs"
NA,-114.224,38.3,"Nevada",4194,"LincolnN",1777,"Other Federal Land","MultipleUs"
NA,-114.056,38.272,"Nevada",4194,"LincolnN",1785,"Other Federal Land","MultipleUs"
NA,-114.348,38.37,"Nevada",4194,"LincolnN",1787,"Other Federal Land","MultipleUs"
NA,-114.443,38.622,"Nevada",4194,"LincolnN",1789,"NO Federal Land","MultipleUs"
19.1875,-114.203,38.332,"Nevada",4194,"LincolnN",1791,"Other Federal Land","MultipleUs"
NA,-114.462,38.556,"Nevada",4194,"LincolnN",1792,"NO Federal Land","MultipleUs"
NA,-114.473,38.602,"Nevada",4194,"LincolnN",1795,"NO Federal Land","MultipleUs"
11.375,-114.91,38.087,"Nevada",4194,"LincolnN",1744,"Other Federal Land","MultipleUs"
16,-114.895,38.155,"Nevada",4194,"LincolnN",1747,"Other Federal Land","MultipleUs"
NA,-114.656,38.282,"Nevada",4194,"LincolnN",1750,"Other Federal Land","MultipleUs"
NA,-114.617,38.311,"Nevada",4194,"LincolnN",1755,"Other Federal Land","MultipleUs"
15.375,-114.701,38.39,"Nevada",4194,"LincolnN",1758,"Other Federal Land","MultipleUs"
16.75,-114.834,38.274,"Nevada",4194,"LincolnN",1760,"Other Federal Land","MultipleUs"
NA,-114.664,38.423,"Nevada",4194,"LincolnN",1768,"Other Federal Land","MultipleUs"
14.625,-114.916,38.339,"Nevada",4194,"LincolnN",1773,"Other Federal Land","MultipleUs"
7.125,-114.875,38.008,"Nevada",4194,"LincolnN",1774,"Other Federal Land","MultipleUs"
11.3125,-114.866,38.185,"Nevada",4194,"LincolnN",1779,"Other Federal Land","MultipleUs"
16.0625,-114.627,38.335,"Nevada",4194,"LincolnN",1794,"Other Federal Land","MultipleUs"
12.75,-116.958,37.363,"Nevada",33684,"Nye",1166,"Other Federal Land","MultipleUs"
3.375,-116.845,37.88,"Nevada",33684,"Nye",1167,"Other Federal Land","MultipleUs"
9,-116.666,37.451,"Nevada",33684,"Nye",1173,"Other Federal Land","MultipleUs"
3.875,-116.705,37.701,"Nevada",33684,"Nye",1177,"Other Federal Land","MultipleUs"
4.8125,-116.891,37.413,"Nevada",33684,"Nye",1196,"Other Federal Land","MultipleUs"
4.375,-117.094,37.634,"Nevada",33684,"Nye",1198,"Other Federal Land","MultipleUs"
3.875,-116.75,37.763,"Nevada",33684,"Nye",1213,"Other Federal Land","MultipleUs"
7.5625,-116.773,37.549,"Nevada",33684,"Nye",1225,"Other Federal Land","MultipleUs"
2.875,-116.978,37.694,"Nevada",33684,"Nye",1245,"Other Federal Land","MultipleUs"
1.4375,-116.932,37.876,"Nevada",33684,"Nye",1297,"Other Federal Land","MultipleUs"
7.25,-116.931,37.344,"Nevada",33684,"Nye",1298,"Other Federal Land","MultipleUs"
6.3125,-116.545,37.75,"Nevada",33684,"Nye",1311,"Other Federal Land","MultipleUs"
6.3125,-116.56,37.775,"Nevada",33684,"Nye",1341,"Other Federal Land","MultipleUs"
8.5625,-116.635,37.4,"Nevada",33684,"Nye",1344,"Other Federal Land","MultipleUs"
6.8125,-116.563,37.499,"Nevada",33684,"Nye",1351,"Other Federal Land","MultipleUs"
7.875,-117.054,37.472,"Nevada",33684,"Nye",1359,"Other Federal Land","MultipleUs"
1.4375,-116.76,37.576,"Nevada",33684,"Nye",1360,"Other Federal Land","MultipleUs"
3.375,-116.631,37.531,"Nevada",33684,"Nye",1362,"Other Federal Land","MultipleUs"
8.875,-116.901,37.51,"Nevada",33684,"Nye",1372,"Other Federal Land","MultipleUs"
9.75,-116.876,37.778,"Nevada",33684,"Nye",1374,"Other Federal Land","MultipleUs"
13.4375,-117.059,37.471,"Nevada",33684,"Nye",1387,"Other Federal Land","MultipleUs"
12.0625,-116.812,37.749,"Nevada",33684,"Nye",1424,"Other Federal Land","MultipleUs"
2.875,-116.939,37.725,"Nevada",33684,"Nye",1430,"Other Federal Land","MultipleUs"
3.375,-116.798,37.521,"Nevada",33684,"Nye",1439,"Other Federal Land","MultipleUs"
7.625,-116.635,37.582,"Nevada",33684,"Nye",1443,"Other Federal Land","MultipleUs"
5.375,-116.774,37.874,"Nevada",33684,"Nye",1466,"Other Federal Land","MultipleUs"
3.5625,-116.817,37.657,"Nevada",33684,"Nye",1468,"Other Federal Land","MultipleUs"
4.8125,-116.686,37.563,"Nevada",33684,"Nye",1470,"Other Federal Land","MultipleUs"
7.8125,-116.849,37.771,"Nevada",33684,"Nye",1479,"Other Federal Land","MultipleUs"
3.375,-116.789,37.715,"Nevada",33684,"Nye",1495,"Other Federal Land","MultipleUs"
7.4375,-116.63,37.869,"Nevada",33684,"Nye",1501,"Other Federal Land","MultipleUs"
7.25,-117.08,37.565,"Nevada",33684,"Nye",1523,"Other Federal Land","MultipleUs"
9.4375,-116.938,37.532,"Nevada",33684,"Nye",1527,"Other Federal Land","MultipleUs"
4.875,-118.965,40.374,"Nevada",6597,"Pershing",6297,"Other Federal Land","MultipleUs"
6.4375,-118.976,40.396,"Nevada",6597,"Pershing",6370,"Other Federal Land","MultipleUs"
2.4375,-119.004,40.361,"Nevada",6597,"Pershing",6418,"Other Federal Land","MultipleUs"
13.1875,-119.012,40.792,"Nevada",6597,"Pershing",6254,"Other Federal Land","MultipleUs"
4.75,-119.057,40.742,"Nevada",6597,"Pershing",6275,"Other Federal Land","MultipleUs"
8.6875,-119.173,40.563,"Nevada",6597,"Pershing",6279,"Other Federal Land","MultipleUs"
4.1875,-118.755,40.721,"Nevada",6597,"Pershing",6298,"Other Federal Land","MultipleUs"
7.1875,-118.802,40.791,"Nevada",6597,"Pershing",6383,"Other Federal Land","MultipleUs"
6.3125,-119.081,40.466,"Nevada",6597,"Pershing",6426,"Other Federal Land","MultipleUs"
10.25,-118.978,40.66,"Nevada",6597,"Pershing",6432,"Other Federal Land","MultipleUs"
5.75,-118.831,41.805,"Nevada",15211,"Humboldt",5604,"Other Federal Land","MultipleUs"
7,-118.971,41.804,"Nevada",15211,"Humboldt",5683,"Other Federal Land","MultipleUs"
16,-118.947,41.826,"Nevada",15211,"Humboldt",5759,"Other Federal Land","MultipleUs"
17.4375,-118.124,39.878,"Nevada",24342,"Churchill",759,"Other Federal Land","MultipleUs"
5.25,-117.917,40.001,"Nevada",24342,"Churchill",780,"Other Federal Land","MultipleUs"
13.375,-117.897,40.099,"Nevada",6597,"Pershing",6267,"Other Federal Land","MultipleUs"
12.25,-117.716,40.1,"Nevada",6597,"Pershing",6286,"Other Federal Land","MultipleUs"
10.875,-117.92,40.109,"Nevada",6597,"Pershing",6299,"Other Federal Land","MultipleUs"
9.5625,-117.92,40.108,"Nevada",6597,"Pershing",6301,"Other Federal Land","MultipleUs"
14.25,-117.994,40.033,"Nevada",6597,"Pershing",6344,"Other Federal Land","MultipleUs"
NA,-117.877,40.058,"Nevada",6597,"Pershing",6401,"Other Federal Land","MultipleUs"
9.6875,-118.078,40.063,"Nevada",6597,"Pershing",6405,"Other Federal Land","MultipleUs"
2.8125,-118.928,40.487,"Nevada",6597,"Pershing",6257,"Other Federal Land","MultipleUs"
2.9375,-118.761,40.464,"Nevada",6597,"Pershing",6278,"Other Federal Land","MultipleUs"
10.125,-118.868,40.522,"Nevada",6597,"Pershing",6336,"Other Federal Land","MultipleUs"
11.375,-118.7,40.577,"Nevada",6597,"Pershing",6360,"Other Federal Land","MultipleUs"
13.625,-118.854,40.448,"Nevada",6597,"Pershing",6402,"Other Federal Land","MultipleUs"
6.875,-119.184,40.111,"Nevada",6597,"Pershing",6287,"Other Federal Land","MultipleUs"
5.5,-119.285,40.092,"Nevada",6597,"Pershing",6289,"Other Federal Land","MultipleUs"
9.125,-119.039,40.249,"Nevada",6597,"Pershing",6305,"Other Federal Land","MultipleUs"
6,-119.188,40.113,"Nevada",6597,"Pershing",6338,"Other Federal Land","MultipleUs"
14.25,-119.193,40.204,"Nevada",6597,"Pershing",6347,"Other Federal Land","MultipleUs"
15.125,-119.186,40.206,"Nevada",6597,"Pershing",6356,"Other Federal Land","MultipleUs"
8.8125,-119.18,40.152,"Nevada",6597,"Pershing",6362,"Other Federal Land","MultipleUs"
11.75,-119.122,40.276,"Nevada",6597,"Pershing",6378,"Other Federal Land","MultipleUs"
15.375,-116.882,41.405,"Nevada",45063,"Elko",4797,"Other Federal Land","MultipleUs"
12.625,-116.844,41.404,"Nevada",45063,"Elko",4845,"Other Federal Land","MultipleUs"
7.6875,-116.979,41.443,"Nevada",45063,"Elko",5064,"Other Federal Land","MultipleUs"
11.9375,-116.831,41.414,"Nevada",45063,"Elko",5241,"Other Federal Land","MultipleUs"
15.125,-117.184,41.341,"Nevada",15211,"Humboldt",5455,"Other Federal Land","MultipleUs"
14,-117.106,41.391,"Nevada",15211,"Humboldt",5477,"Other Federal Land","MultipleUs"
